EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
674508,AVOYELLES PAR.,NORMA,01/02/2017,1147,Tornado, ,EF1,0,0,1000000,0,LA,CST-6, ,112896,C,9,LCH,0,0,NWS Storm Survey, ,2.84,200,1,NW,1,WSW,COCOVILLE,01/02/2017,1149,31.0602,-92.1408,31.0748,-92.096,"Widespread trees were snapped or uprooted across the Hessmer|community. At least 30 buildings were damaged or destroyed.|Numerous power lines and poles were blown down along major|roads including LA Highway 114 and Main Street. A moving truck|was tipped on its side by the wind. The peak estimated wind speed was 90 MPH.","A moist and unstable air mass spread north from the gulf while a strong cold front pushed in from the west. A line of thunderstorms developed along the frontal boundary as it moved across the region. Several short lived tornadoes occurred along the leading edge of the squall line along with strong wind gusts.",11
674509,AVOYELLES PAR.,MARKSVILLE MUNI ARPT,01/02/2017,1151,Tornado, ,EF1,0,0,2500000,0,LA,CST-6, ,112896,C,9,LCH,0,0,NWS Storm Survey, ,1.05,200,0,SE,1,E,MARKSVILLE MUNI ARPT,01/02/2017,1152,31.0967,-92.0663,31.0967,-92.0485,"A tornado touched down near the airport where one hangar and two|planes were damaged. A Wal-Mart store had some skylights shattered|and parts of the roof was damaged. Neighboring strip mall stores|also received minor facade damage and a portable fireworks shop|was destroyed. Across the street, several large trees fell on homes|and several other buildings were damaged as well. The estimated peak wind was 110 MPH.","A moist and unstable air mass spread north from the gulf while a strong cold front pushed in from the west. A line of thunderstorms developed along the frontal boundary as it moved across the region. Several short lived tornadoes occurred along the leading edge of the squall line along with strong wind gusts.",12
675575,JEFFERSON CO.,PERTH,01/02/2017,1302,Tornado, ,EF0,0,0,50000,0,MS,CST-6, ,113022,C,63,JAN,0,0,NWS Storm Survey, ,3.89,250,2,WNW,4,NNE,PERTH,01/02/2017,1305,31.6671,-90.9352,31.6998,-90.8813,"This tornado touched down along Perth Road and tracked northeast across Highway 28 in central Jefferson County. Damage was only to trees with many limbs broken and a couple dozen snapped or uprooted trees. After crossing Highway 28, the tornado mainly tracked just to the south of Old 20 Road for a couple of miles before dissipating. Maximum estimated winds were 85 mph.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",13
675580,CLAIBORNE CO.,PEYTON,01/02/2017,1314,Tornado, ,EF1,0,0,40000,0,MS,CST-6, ,113022,C,21,JAN,0,0,NWS Storm Survey, ,5.59,200,0,NNW,5,ESE,BADLAND,01/02/2017,1320,31.8337,-90.8228,31.8654,-90.7352,"This tornado started on Moss Down Lane and tracked northeast for just over 5 miles. The heaviest damage occurred where it crossed Highway 547. Here many trees were snapped and uprooted along with power lines down and damage to a few sheds. The remainder of the path consisted of damage to trees. Maximum estimated winds were 95 mph.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",14
675781,LINCOLN CO.,CASEYVILLE,01/02/2017,1321,Tornado, ,EF1,0,0,25000,0,MS,CST-6, ,113022,C,85,JAN,0,0,NWS Storm Survey, ,1.2,100,5,ENE,6,ENE,CASEYVILLE,01/02/2017,1322,31.6904,-90.5888,31.6983,-90.5707,"This tornado touched down southwest of Norton Assink Road in northwest Lincoln County and tracked northeast into southern Copiah County. The heaviest damage was along Jackson-Liberty Road, Old Red Star Road and Shady Grove Lane. Heavy tree damage occurred at this location. Historic Sweetwater Methodist Church was damaged where it was pushed off its foundation. Moderate wall damage occurred due to this. Further northeast along the path, several sheds were damaged and some minor roof damage was noted to a few homes. The tornado crossed Sylvarena Road where more trees were down and a mobile home had the roof blown off along Brownswell Road. The tornado dissipated just to the northeast of there. Maximum estimated winds for the entire tornado path was 110mph, but max winds in Lincoln County was 105mph. Total path length was 6.8 miles and total width was 300 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",15
675784,COPIAH CO.,PEETSVILLE,01/02/2017,1322,Tornado, ,EF1,0,0,400000,0,MS,CST-6, ,113022,C,29,JAN,0,0,NWS Storm Survey, ,5.61,300,2,S,5,SW,MARTINSVILLE,01/02/2017,1328,31.6983,-90.5707,31.7354,-90.4858,"This tornado touched down southwest of Norton Assink Road in northwest Lincoln County and tracked northeast into southern Copiah County. The heaviest damage was along Jackson-Liberty Road, Old Red Star Road and Shady Grove Lane. Heavy tree damage occurred at this location. Historic Sweetwater Methodist Church was damaged where it was pushed off its foundation. Moderate wall damage occurred due to this. Further northeast along the path, several sheds were damaged and some minor roof damage was noted to a few homes. The tornado crossed Sylvarena Road where more trees were down and a mobile home had the roof blown off along Brownswell Road. The tornado dissipated just to the northeast of there. Maximum estimated winds for the entire tornado path, as well as in Copiah County, was 110mph. Total path length was 6.8 miles and total width was 300 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",16
669603,TANGIPAHOA PAR.,LEWISTON,01/02/2017,1345,Tornado, ,EF1,0,0,0,0,LA,CST-6, ,112291,C,105,LIX,0,0,NWS Storm Survey, ,0.08,75,2,NNW,2,NNW,LEWISTON,01/02/2017,1346,30.9533,-90.4358,30.9535,-90.4344,"A weak tornado...EF1...touched down briefly along West Lewiston Road with several large pine trees uprooted and a few snapped along a narrow path. Path width 75 yards. Maximum wind estimated at 90 mph. Time of event based on radar.","Low pressure moving from central Texas into Tennessee combined with a very unstable airmass to produce widespread thunderstorms across southeast Louisiana and southern Mississippi. Numerous reports of severe weather were received, including several tornadoes.",17
669620,PIKE CO.,EMERALD,01/02/2017,1355,Tornado, ,EF1,0,0,0,0,MS,CST-6, ,112293,C,113,LIX,0,0,NWS Storm Survey, ,3.96,100,1,ENE,0,WNW,DYKES CROSSING,01/02/2017,1400,31.0883,-90.3515,31.1025,-90.2867,"A weak tornado...EF1...touched down along an intermittent path in southeast Pike County from near Emerald Road south of Mississippi Highway 48 to Love Creek Road just north of Mississippi Highway 48. Primary damage was to trees and power lines with large trees toppled or snapped. A few houses and mobile homes were damaged by fallen trees as well as power lines.","Low pressure moving from central Texas into Tennessee combined with a very unstable airmass to produce widespread thunderstorms across southeast Louisiana and southern Mississippi. Numerous reports of severe weather were received, including several tornadoes.",18
669621,WALTHALL CO.,MESA,01/02/2017,1400,Tornado, ,EF1,0,0,0,0,MS,CST-6, ,112293,C,147,LIX,0,0,NWS Storm Survey, ,0.85,100,3,SW,2,SSW,MESA,01/02/2017,1402,31.1158,-90.2267,31.1206,-90.2134,"A weak tornado...EF1...touched down along and just north of Mississippi Highway 48 west of Tylertown. Some large trees were uprooted and snapped. Power lines were damaged by the fallen trees. Wind speed estimated at 95 mph.","Low pressure moving from central Texas into Tennessee combined with a very unstable airmass to produce widespread thunderstorms across southeast Louisiana and southern Mississippi. Numerous reports of severe weather were received, including several tornadoes.",19
676483,SIMPSON CO.,BUSH,01/02/2017,1402,Tornado, ,EF1,0,0,200000,0,MS,CST-6, ,113022,C,127,JAN,0,0,NWS Storm Survey, ,9.43,400,1,N,2,NNW,WEATHERSBY,01/02/2017,1412,31.8836,-89.9774,31.9518,-89.8382,"This tornado started just west of Pinola and crossed Highway 28 as it tracked northeast for roughly 10 miles. The heaviest damage was along Highway 43 and Highway 13 where substantial tree damage occurred with many trees snapped and uprooted. Several homes sustained roof damage or damage due to trees on the structure. Four large sheds were heavily damaged. A chicken farm had 4 houses with moderate damage to mainly the roofs. The tornado passed just on the south side of Mendenhall and crossed Highway 49. Here more trees were damaged along with two structures sustaining roof damage. The tornado dissipated just after crossing Highway 49. The maximum estimated wind speeds were 110mph.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",20
676482,COVINGTON CO.,ARBO,01/02/2017,1421,Tornado, ,EF2,0,0,100000,0,MS,CST-6, ,113022,C,31,JAN,0,0,NWS Storm Survey, ,4.2,300,2,W,1,WNW,SMITH,01/02/2017,1426,31.7314,-89.6559,31.7535,-89.5894,"This tornado touched down about a mile west of Highway 49, near Rock Hill Road, and tracked quickly northeast doing a variety of tree and structural damage along its relatively short path length. A few structures received heavy damage near the crossing point of Highway 49 with a few large chicken coops being destroyed or receiving extensive damage about a mile east of Highway 49. The tornado then continued on for a few more miles doing lesser amounts of damage to a few structures before lifting just after crossing County Road 532. The maximum estimated wind speeds were 115mph.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",21
676484,SMITH CO.,SUMMERLAND,01/02/2017,1443,Tornado, ,EF0,0,0,45000,0,MS,CST-6, ,113022,C,129,JAN,0,0,NWS Storm Survey, ,0.97,50,5,NNE,5,NE,SUMMERLAND,01/02/2017,1444,31.859,-89.3335,31.8597,-89.317,"This tornado touched down near County Road 33B in Smith County and continued to the east before crossing County Road 5 and County Road 713(entering Jasper County), where many large trees were snapped and downed and some minor roof damage occurred to some homes along the path. The tornado continued to the east-northeast along County Road 10, snapping and downing more trees. The tornado finally lifted near Highway 15. The total path length was 3.9 miles, with about a mile of that in Smith County. The maximum estimated wind speed for the entire track was 105 mph, which rates the tornado as an EF1. The maximum width for the tornado was 275 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",22
676485,JASPER CO.,STRINGER,01/02/2017,1444,Tornado, ,EF1,0,0,65000,0,MS,CST-6, ,113022,C,61,JAN,0,0,NWS Storm Survey, ,2.88,275,3,WSW,0,SSE,STRINGER,01/02/2017,1447,31.8597,-89.317,31.867,-89.2687,"This tornado touched down near County Road 33B in Smith County and continued to the east before crossing County Road 5 and County Road 713(entering Jasper County), where many large trees were snapped and downed and some minor roof damage occurred to some homes along the path. The tornado continued to the east-northeast along County Road 10, snapping and downing more trees. The tornado finally lifted near Highway 15. The total path length was 3.9 miles, with about a mile of that in Smith County. The maximum estimated wind speed for the entire track was 105 mph, which rates the tornado as an EF1. The maximum width for the tornado was 275 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",23
669605,ST. TAMMANY PAR.,BUSH,01/02/2017,1444,Tornado, ,EF0,0,0,0,0,LA,CST-6, ,112291,C,103,LIX,0,0,NWS Storm Survey, ,0.01,5,1,S,1,S,BUSH,01/02/2017,1444,30.5895,-89.9019,30.5895,-89.9019,"A weak tornado...EF0..snapped or toppled several small trees on Hands Drive in the south part of Bush. Tornado classification was primarily based on security camera video of a short lived narrow vortex. Path length 30 yards. Path width 5 yards. Estimated maximum wind speed 65 mph.","Low pressure moving from central Texas into Tennessee combined with a very unstable airmass to produce widespread thunderstorms across southeast Louisiana and southern Mississippi. Numerous reports of severe weather were received, including several tornadoes.",24
676486,LAMAR CO.,PURVIS,01/02/2017,1452,Tornado, ,EF1,0,0,50000,0,MS,CST-6, ,113022,C,73,JAN,0,0,NWS Storm Survey, ,6.52,225,3,SW,5,ESE,PURVIS,01/02/2017,1457,31.119,-89.4591,31.1232,-89.349,"This tornado touched down near Highway 11, about 2 miles south of downtown Purvis and around a mile west of Interstate 59. The tornado tracked quickly east/northeast across the interstate before dissipating after going about 1.5 miles into western Forrest County. Along its track, the tornado did mostly minor to moderate tree damage, although a few structures did receive modest damage inside Lamar County. The maximum estimated winds were 105 mph. The entire path length was 8.4 miles, of which about 6.5 miles occurred in Lamar County. The maximum width was 225 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",25
676487,FORREST CO.,ROCK HILL,01/02/2017,1457,Tornado, ,EF1,0,0,30000,0,MS,CST-6, ,113022,C,35,JAN,0,0,NWS Storm Survey, ,1.84,100,3,NNW,3,N,ROCK HILL,01/02/2017,1459,31.1232,-89.349,31.1266,-89.3182,"This tornado touched down near Highway 11, about 2 miles south of downtown Purvis and around a mile west of Interstate 59. The tornado tracked quickly east/northeast across the interstate before dissipating after going about 1.5 miles into western Forrest County. Along its track, the tornado did mostly minor to moderate tree damage, although a few structures did receive modest damage inside Lamar County. The maximum estimated winds were 105 mph. The entire path length was 8.4 miles, of which about 6.5 miles occurred in Lamar County. The maximum width was 225 yards.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",26
676488,LAUDERDALE CO.,SAVOY,01/02/2017,1528,Tornado, ,EF0,0,0,20000,0,MS,CST-6, ,113022,C,75,JAN,0,0,NWS Storm Survey, ,1.5,75,2,WSW,1,WNW,SAVOY,01/02/2017,1529,32.26,-88.81,32.28,-88.8,"This brief tornado touched down along Meehan-Savoy Road and tracked north-northeast as it paralleled I-59. A handful of trees were snapped or had large limbs broken off. The majority of the tree damage was blown toward the west as the storm motion was to the north-northeast. The maximum estimated winds were 75 mph.","As a warm front was draped across the region, an upper level disturbance moved across and brought heavy rain and some severe storms during the morning. The storm system developed further during the afternoon and a squall line formed ahead of an approaching cold front. This helped to bring tornadoes and additional severe weather to the region during the afternoon hours.",27
674971,BULLOCK CO.,ALMERIA,01/02/2017,1624,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,112959,C,11,BMX,0,0,NWS Storm Survey, ,3.4,485,1,W,2,E,MT HILLARD,01/02/2017,1632,32.0308,-85.8742,32.0669,-85.8351,"National Weather Service meteorologists surveyed damage in southwest Bullock County just west of Clayton determined that the damage was consistent with an EF1 tornado, with maximum winds estimated near 90 mph. The tornado touched down along CR 13, between CR 7 and Rabbit Rd, and then traveled northeast. The majority of the damage was around Hooks Crossroads, the intersection of CR 14 and CR 15, where numerous trees were snapped or uprooted and one camper was overturned. A concentrated area of tree damage was noted in a wooded area between CR 15 and East Creek. The tornado lifted just north of East Creek. Special thanks to Bullock County Emergency Management Agency for their help in conducting the survey.","A warm front lifted northward during the morning hours on January 2nd. Cold temperatures aloft created steep mid level lapse rates and several of the storms produced hail, mostly below 1 inch.  During the afternoon, a low level jet developed across south Alabama increasing the instability across region. Precipitable water values also increased to above 1.5 inches, setting the stage for heavy rainfall and flash flooding.",28
669406,STEWART CO.,BARGES,01/02/2017,1758,Tornado, ,EF1,0,0,60000,0,GA,EST-5, ,112253,C,259,FFC,0,0,Emergency Manager, ,0.59,200,1,E,2,ENE,BARGES,01/02/2017,1800,31.9536,-84.6755,31.9612,-84.6709,"The Stewart County Emergency Manager along with state Emergency Management officials found a path of damage associated with a brief EF-1 tornado in far southern Stewart County using ground and aerial surveys. The tornado touched down south of Sardis Road destroying a good portion of 2 commercial chicken houses off of Freeman Road. The Tornado traveled just over a half mile to the northeast toppling a large irrigation sprinkler system and snapping or uprooting several large trees before lifting just south of Sardis Road. Maximum wind speed was estimated at 95 MPH and the maximum path width was 200 yards. [01/02/17: Tornado #1, County #1/1, EF1, Stewart, 2017:001].","A strong mid-level short wave swept across the southeastern U.S. during the afternoon and overnight interacting with an unseasonably warm and moderately unstable atmosphere across central Georgia. Widespread thunderstorms resulted in scattered reports of damaging winds and an isolated tornado. High rainfall amounts also produced isolated flash flooding.",29
670346,GENEVA CO.,MALVERN,01/02/2017,1935,Tornado, ,EF1,0,0,50000,0,AL,CST-6, ,111483,C,61,TAE,0,0,NWS Storm Survey, ,1.85,500,1,S,1,SSE,LIGHT,01/02/2017,1937,31.1104,-85.5078,31.1292,-85.4856,"A tornado touched down in Geneva County near the Houston County border along Rehobeth Road before lifting after crossing US 231 just east of the National Peanut Festival Grounds in Houston county. In Geneva County, the tornado debarked and denuded several large trees and removed the roof from a home under construction. In addition, numerous trees were snapped or uprooted. In Houston County, the most significant damage occurred at the National Peanut Festival grounds. Multiple buildings were damaged or destroyed and several utility poles were snapped.  This tornado was rated EF1 in Geneva county and EF2 in Houston county.  Max winds in Houston county were estimated at 115 mph.  Damage cost was estimated.","Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",30
670347,HOUSTON CO.,TAYLOR,01/02/2017,1937,Tornado, ,EF2,0,0,500000,0,AL,CST-6, ,111483,C,69,TAE,0,0,NWS Storm Survey, ,5.97,500,3,SW,1,NW,MEMPHIS,01/02/2017,1944,31.1292,-85.4856,31.1449,-85.3863,"A tornado touched down in Geneva County near the Houston County border along Rehobeth Road before lifting after crossing US 231 just east of the National Peanut Festival Grounds in Houston county. In Geneva County, the tornado debarked and denuded several large trees and removed the roof from a home under construction. In addition, numerous trees were snapped or uprooted. In Houston County, the most significant damage occurred at the National Peanut Festival grounds. Multiple buildings were damaged or destroyed and several utility poles were snapped. This tornado was rated EF1 in Geneva county and EF2 in Houston county. Max winds in Houston county were estimated at 115 mph. Damage cost was estimated.","Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",31
670345,HOUSTON CO.,ARDILLA,01/02/2017,1946,Tornado, ,EF1,0,0,100000,0,AL,CST-6, ,111483,C,69,TAE,0,0,NWS Storm Survey, ,2.52,200,1,NW,2,NNE,WILSON MILL,01/02/2017,1951,31.1818,-85.37,31.184,-85.3274,"An EF1 tornado with max winds near 100 mph touched down along E. Cottonwood Road SE of Dothan, AL. The tornado traveled east for approx. 2.5 miles along McCallister Road before lifting near Rosewood Dr. One home had its roof removed. Others had significant shingle damage which supported the EF1 rating.  Damage cost was estimated.","Multiple rounds of showers and thunderstorms affected the region to start the year. Two day rainfall totals in excess of 8 inches were common across portions of the Florida panhandle with several roads flooded. Severe weather, including tornadoes and significant straight line wind damage, also occurred across the tri-state area with most of it in southeast Alabama and southwest Georgia. Albany was particularly hard hit with significant wind damage. There were a total of 5 fatalities across the tri-state area from straight line winds.  There was also 1 fatality in Florida due to river flooding.",32
